r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.4109211109819813,0.41054701346567,3.6633962279750176,1098.4331439403654,0,3,-12845.531523615282,25701.063047230564,25733.369335025993,63398.30936492086,4724,4728
