fips,obesity_pct,poverty_pct,median_income,no_hs_diploma
06011,35.3,0.142,66675,0.2680744452
05043,43.8,0.278,48746,0.12864697300000005
01031,40.8,0.21,64737,0.1397680468
05061,39.7,0.225,47308,0.10615786969999996
02020,35,0.099,93881,0.05991843939999997
01025,43.9,0.287,50868,0.14731304020000002
02230,35,0.089,79412,0.0626204239
05147,39.3,0.348,43259,0.17083237790000005
02060,34.9,0.18,99790,0.05028735630000003
04027,37.4,0.23,61225,0.2336246649
01077,35.6,0.168,63895,0.10695969569999997
05013,39.2,0.178,57689,0.13319551090000004
01099,43.9,0.279,49314,0.16385310230000005
06007,30.6,0.208,63084,0.09672944530000005
02282,34.6,0.26,77108,0.07788944720000002
01097,39,0.248,55538,0.10991693069999997
01079,39.2,0.192,61064,0.1544054748
05143,36.7,0.135,66158,0.12737022070000004
06009,29.8,0.155,77041,0.0665377935
02068,31.3,0.113,86118,0.06614552009999997
05105,38.6,0.209,57996,0.0830339873
05073,46,0.306,43824,0.18375973300000004
05101,38.6,0.271,46307,0.14559020469999995
02164,38.6,0.273,62547,0.08895705519999997
05091,38,0.273,50421,0.13082331749999998
02110,35,0.095,99748,0.053498122100000045
05059,37.1,0.217,53767,0.10603534510000001
05001,39,0.231,50198,0.12517182130000004
01065,47.8,0.322,42380,0.18107945430000005
05083,37.7,0.225,51290,0.10710059169999997
05135,39.5,0.254,45258,0.1464198886
06035,34.3,0.172,77743,0.20856554920000003
06045,29.5,0.188,65891,0.13837799699999997
01117,31.6,0.094,90280,0.05991990140000003
01043,36.4,0.213,61231,0.1500480769
04003,31.2,0.196,53011,0.10782106010000003
05017,47.4,0.372,40381,0.18446323630000006
01089,39.9,0.135,86172,0.07409038040000004
05053,36.6,0.136,64306,0.08889412870000002
05125,34.5,0.121,77844,0.07349885789999999
05005,37.7,0.206,48804,0.10598003550000001
01059,42.2,0.344,49682,0.20514274909999997
01013,40.7,0.374,44729,0.12405044060000003
02188,40.9,0.23,78619,0.14079333989999998
04007,32.2,0.28,55804,0.10366826159999998
06015,30.9,0.21,70231,0.14456253460000001
01107,48,0.303,47372,0.16118131059999996
06041,21.3,0.081,139197,0.0726548146
05081,41.3,0.253,48837,0.08986638290000004
01003,35.2,0.141,74248,0.08268600130000003
06023,31.3,0.185,61307,0.0848173699
01075,40.8,0.23,50929,0.16100142480000001
02063,31.1,0.079,95180,0.04320098750000001
04015,33.3,0.227,56302,0.11833890020000004
01131,51.9,0.485,34426,0.22132448419999995
05121,41.4,0.236,51480,0.13946935900000001
01111,37.8,0.25,57148,0.16398980240000005
06055,27.9,0.093,100469,0.1529278289
05119,40.6,0.237,61344,0.0803831183
01033,37.4,0.205,57770,0.12450583240000002
06027,28.2,0.142,71656,0.07195797650000002
05097,41.1,0.284,48991,0.12419305260000002
02130,37.7,0.117,87760,0.050776164199999974
05111,41.4,0.271,51635,0.17657715949999997
05107,48.4,0.452,37338,0.17360046009999996
05021,40.2,0.223,47663,0.13352162059999995
04015,32.7,0.227,56302,0.11833890020000004
04019,31.1,0.179,69553,0.10054136589999996
01003,35,0.141,74248,0.08268600130000003
04023,34.2,0.288,52400,0.22293217470000004
06005,29.5,0.139,80767,0.0903273443
06057,27.6,0.128,87142,0.04931399650000001
02100,34,0.131,78649,0.016445287799999986
01033,37.5,0.205,57770,0.12450583240000002
01111,38,0.25,57148,0.16398980240000005
01037,41.9,0.28,59736,0.1722747322
05103,43.5,0.253,49690,0.11123172209999999
02130,37.4,0.117,87760,0.050776164199999974
02063,30.7,0.079,95180,0.04320098750000001
01041,40.5,0.271,49128,0.1742091388
02068,29.9,0.113,86118,0.06614552009999997
05019,43.2,0.204,53561,0.10034741859999996
06069,31.3,0.108,105112,0.16761795170000005
01043,36.2,0.213,61231,0.1500480769
06013,28,0.101,122000,0.10387453329999996
06015,31,0.21,70231,0.14456253460000001
05143,35.4,0.135,66158,0.12737022070000004
01107,48,0.303,47372,0.16118131059999996
01055,43.8,0.255,52504,0.14222130359999996
01059,42.2,0.344,49682,0.20514274909999997
06039,36.7,0.242,66084,0.26952412290000005
05053,36.9,0.136,64306,0.08889412870000002
06041,21.3,0.081,139197,0.0726548146
01047,46.3,0.465,39013,0.12941545460000003
02110,34.5,0.095,99748,0.053498122100000045
02158,46.5,0.365,42029,0.18953430149999995
04007,31.4,0.28,55804,0.10366826159999998
06039,36.5,0.242,66084,0.26952412290000005
02090,35.3,0.079,86780,0.05118695569999998
05035,46.8,0.293,52153,0.14711004500000002
01093,42.4,0.243,48829,0.17891389199999996
05081,41.3,0.253,48837,0.08986638290000004
01113,42.7,0.267,52312,0.14210749889999996
05069,45.9,0.32,49581,0.11432957349999995
05001,39.1,0.231,50198,0.12517182130000004
04025,27.6,0.17,67317,0.07503168299999996
06007,29.3,0.208,63084,0.09672944530000005
05017,47.1,0.372,40381,0.18446323630000006
01027,42.4,0.25,52077,0.17243396040000003
05039,41.9,0.269,46701,0.10980647970000001
05101,38.7,0.271,46307,0.14559020469999995
05023,38,0.206,56692,0.11730738380000005
01051,38.9,0.17,73125,0.10410879260000006
04003,31.8,0.196,53011,0.10782106010000003
06035,34.2,0.172,77743,0.20856554920000003
05105,38.9,0.209,57996,0.0830339873
05113,40,0.262,47766,0.12617201919999999
01097,39,0.248,55538,0.10991693069999997
05149,41.9,0.23,51997,0.1849698379
05091,38.1,0.273,50421,0.13082331749999998
05039,42.1,0.269,46701,0.10980647970000001
01101,46.1,0.26,60063,0.11156190649999997
05051,39.3,0.294,53849,0.09105369969999999
01053,43.9,0.29,50333,0.17467351659999997
01085,51.2,0.421,42011,0.16773824829999995
06021,32.1,0.151,64197,0.19676795879999998
05071,37.5,0.196,50387,0.16096997690000003
04027,39,0.23,61225,0.2336246649
05117,40.5,0.224,54962,0.14076196900000004
01109,43.3,0.325,50675,0.12417321209999999
05137,39.8,0.263,43767,0.13993435450000002
02066,33.6,0.201,69092,0.09016838670000005
05013,39.1,0.178,57689,0.13319551090000004
01011,51,0.398,36204,0.2595554351
02150,31.4,0.088,86250,0.07462157049999996
06033,32.8,0.216,57945,0.12915091450000005
04005,23.6,0.209,71528,0.08025480620000003
01127,35.7,0.233,57950,0.17120769930000002
06071,33.3,0.174,84576,0.17905700449999995
05023,37.9,0.206,56692,0.11730738380000005
02220,29.7,0.106,89264,0.0435994099
05133,41.4,0.243,52845,0.2746405501
05127,37,0.266,46026,0.1541690793
02105,36.4,0.272,64720,0.06477272730000005
06067,29.6,0.137,89984,0.11632480720000005
01001,39.8,0.17,68857,0.09721097950000002
06047,34.3,0.227,58962,0.28110749570000004
04017,37.6,0.29,51011,0.14006600840000005
06025,35.2,0.221,58768,0.28152863939999995
05123,48.2,0.456,41708,0.14315802519999998
01015,38.6,0.285,51841,0.13913795520000005
05089,37.9,0.26,49975,0.1368768723
02070,38.5,0.313,62598,0.12644079640000006
05007,35.3,0.09,92632,0.09425233
